1:2350000:2725000	1:2762500:3656250
4:171252500:173792500	4:173835000:174217500
4:173835000:174217500	4:174222500:174422500
4:174222500:174422500	4:174497500:175122500
4:174497500:175122500	4:175127500:175267500
4:175127500:175267500	4:175302500:175587500
4:175302500:175587500	4:175877500:176517500
4:175877500:176517500	4:176857500:177347500
4:176857500:177347500	4:177422500:177812500
4:177422500:177812500	4:181176250:181670000
4:181176250:181670000	4:181922500:183200000
4:181922500:183200000	4:183337500:183717500
4:183337500:183717500	4:183977500:184297500
4:183977500:184297500	4:184347500:184662500
4:184347500:184662500	4:184672500:185047500
4:184672500:185047500	4:185127500:185652500
4:185127500:185652500	4:185657500:185930000
4:185657500:185930000	4:185940000:186127500
4:185940000:186127500	4:186132500:186402500
4:186132500:186402500	4:186407500:186547500
4:186407500:186547500	4:186552500:187202500
4:186552500:187202500	5:1157500:1657500
5:1157500:1657500	5:6602500:6825000
5:6602500:6825000	5:7295000:7730000
5:7295000:7730000	5:9480000:10105000
5:9480000:10105000	5:10185000:10442500
5:10185000:10442500	5:12172500:13937500
5:12172500:13937500	5:14053750:14312500
5:14053750:14312500	5:14317500:14665000
5:14317500:14665000	5:14670000:15077500
5:14670000:15077500	5:15110000:15952500
5:15110000:15952500	5:16426250:16820000
5:16426250:16820000	5:17577500:19557500
5:17577500:19557500	5:20275000:20851250
5:20275000:20851250	5:20921875:21303125
5:20921875:21303125	5:32207500:32650000
5:32207500:32650000	5:33357500:33987500
5:33357500:33987500	5:34240000:34917500
5:34240000:34917500	5:34935000:35592500
5:34935000:35592500	5:36087500:36635000
5:36087500:36635000	5:36687500:37451250
5:36687500:37451250	5:37817500:38155000
5:37817500:38155000	5:38367500:38895000
5:38367500:38895000	5:38917500:39127500
5:38917500:39127500	5:39137500:39592500
5:39137500:39592500	5:39677500:39887500
5:39677500:39887500	5:39912500:40327500
5:39912500:40327500	5:40342500:40902500
5:40342500:40902500	5:40907500:41675000
5:40907500:41675000	5:42212500:42852500
5:42212500:42852500	5:42877500:43722500
5:42877500:43722500	5:48693750:50195000
5:48693750:50195000	5:51932500:52232500
5:51932500:52232500	5:52237500:52437500
5:52237500:52437500	5:52697500:53520000
5:52697500:53520000	5:53525000:53775000
5:53525000:53775000	5:53780000:54182500
5:53780000:54182500	5:54187500:54547500
5:54187500:54547500	5:54615000:55022500
5:54615000:55022500	5:55142500:55505625
5:55142500:55505625	5:55511875:56192500
5:55511875:56192500	5:58130000:58490000
5:58130000:58490000	5:58495000:58697500
5:58495000:58697500	5:58712500:59140000
5:58712500:59140000	5:60012500:61380000
5:60012500:61380000	5:61482500:61720000
5:61482500:61720000	5:63872500:64900000
5:63872500:64900000	5:64915000:65515000
5:64915000:65515000	5:65520000:66085000
5:65520000:66085000	5:66427500:66517500
5:66427500:66517500	5:67582500:67895000
5:67582500:67895000	5:68385000:69298125
5:68385000:69298125	5:71667500:72226250
5:71667500:72226250	5:72238750:72872500
5:72238750:72872500	5:72877500:73112500
5:72877500:73112500	5:73117500:73972500
5:73117500:73972500	5:74207500:74682500
5:74207500:74682500	5:75017500:75542500
5:75017500:75542500	5:75547500:76127500
5:75547500:76127500	5:76305000:76812500
5:76305000:76812500	5:76870000:77287500
5:76870000:77287500	5:78227500:78442500
5:78227500:78442500	5:78810000:79190000
5:78810000:79190000	5:79205000:79367500
5:79205000:79367500	5:79372500:79726250
5:79372500:79726250	5:79935000:80602500
5:79935000:80602500	5:80607500:81587500
5:80607500:81587500	5:81597500:82120000
5:81597500:82120000	5:82200000:82998125
5:82200000:82998125	5:86227500:86780000
5:86227500:86780000	5:87007500:87275000
5:87007500:87275000	5:87316875:87615000
5:87316875:87615000	5:87652500:88045000
5:87652500:88045000	5:88217500:88931250
5:88217500:88931250	5:88984375:89500000
5:88984375:89500000	5:89627500:90097500
5:89627500:90097500	5:90102500:90487500
5:90102500:90487500	5:90492500:90850000
5:90492500:90850000	5:92867500:93185000
5:92867500:93185000	5:95187500:95687500
5:95187500:95687500	5:95692500:95947500
5:95692500:95947500	5:96067500:96550000
5:96067500:96550000	5:96567500:98177500
5:96567500:98177500	5:98182500:98542500
5:98182500:98542500	5:98861250:99421250
5:98861250:99421250	5:99431250:99681250
5:99431250:99681250	5:99713750:100785000
5:99713750:100785000	5:101820000:102662500
5:101820000:102662500	5:106562500:106942500
5:106562500:106942500	5:107565000:107730000
5:107565000:107730000	5:107851250:108850000
5:107851250:108850000	5:108882500:110092500
5:108882500:110092500	5:110882500:111532500
5:110882500:111532500	5:111825000:112122500
5:111825000:112122500	5:112312500:112990000
5:112312500:112990000	5:113025000:114402500
5:113025000:114402500	5:114407500:114592500
5:114407500:114592500	5:114597500:114960000
5:114597500:114960000	5:115455000:116277500
5:115455000:116277500	5:116892500:117142500
5:116892500:117142500	5:119135000:119720000
5:119135000:119720000	5:121277500:121570000
5:121277500:121570000	5:121999375:122665000
5:121999375:122665000	5:122670000:123018125
5:122670000:123018125	5:124632500:125612500
5:124632500:125612500	5:125617500:125946250
5:125617500:125946250	5:126872500:127652500
5:126872500:127652500	5:128125000:128525000
5:128125000:128525000	5:129250000:130182500
5:129250000:130182500	5:130475000:130765000
5:130475000:130765000	5:130842500:131537500
5:130842500:131537500	5:131582500:131845000
5:131582500:131845000	5:131850000:132417500
5:131850000:132417500	5:132422500:133292500
5:132422500:133292500	5:133297500:133500000
5:133297500:133500000	5:133517500:133631250
5:133517500:133631250	5:135131250:135632500
5:135131250:135632500	5:135702500:136252500
5:135702500:136252500	5:136917500:137092500
5:136917500:137092500	5:137097500:137507500
5:137097500:137507500	5:137907500:138597500
5:137907500:138597500	5:138602500:138732500
5:138602500:138732500	5:139417500:139600000
5:139417500:139600000	5:139762500:140142500
5:139762500:140142500	5:140507500:140950000
5:140507500:140950000	5:141022500:141342500
5:141022500:141342500	5:141347500:141527500
5:141347500:141527500	5:141532500:142085000
5:141532500:142085000	5:142090000:142277500
5:142090000:142277500	5:143874375:145027500
5:143874375:145027500	5:145900000:146570000
5:145900000:146570000	5:146965000:147295000
5:146965000:147295000	5:147500000:147660000
5:147500000:147660000	5:147687500:148067500
5:147687500:148067500	5:148087500:148500000
5:148087500:148500000	5:148505000:148677500
5:148505000:148677500	5:148682500:148810000
5:148682500:148810000	5:148815000:148974375
5:148815000:148974375	5:148980000:149217500
5:148980000:149217500	5:149222500:149515000
5:149222500:149515000	5:149632500:149730000
5:149632500:149730000	5:149827500:150405000
5:149827500:150405000	5:150410000:150685000
5:150410000:150685000	5:150782500:151042500
5:150782500:151042500	5:153327500:154003125
5:153327500:154003125	5:154014375:154395000
5:154014375:154395000	5:156085000:156557500
5:156085000:156557500	5:156562500:156762500
5:156562500:156762500	5:156922500:157192500
5:156922500:157192500	5:157427500:158065000
5:157427500:158065000	5:158087500:158567500
5:158087500:158567500	5:158572500:158720000
5:158572500:158720000	5:158737500:159437500
5:158737500:159437500	5:159907500:160472500
5:159907500:160472500	5:162850000:162960000
5:162850000:162960000	5:163032500:164212500
5:163032500:164212500	5:167160000:167695000
5:167160000:167695000	5:167992500:168985000
5:167992500:168985000	5:170787500:171197500
5:170787500:171197500	5:171262500:171472500
5:171262500:171472500	5:171485000:171795000
5:171485000:171795000	5:171832500:172125000
5:171832500:172125000	5:172130000:172382500
5:172130000:172382500	5:172975000:173515000
5:172975000:173515000	5:173815000:174327500
5:173815000:174327500	5:174332500:174870000
5:174332500:174870000	5:174875000:175410000
5:174875000:175410000	5:175676250:176080625
5:175676250:176080625	5:176727500:177148750
5:176727500:177148750	5:177296250:177590000
5:177296250:177590000	5:177632500:178010000
5:177632500:178010000	5:179172500:179550000
5:179172500:179550000	5:180180000:180702500
5:180180000:180702500	6:732500:1452500
6:732500:1452500	6:1495000:2722500
6:1495000:2722500	6:2750000:3000000
6:2750000:3000000	6:3092500:3257500
6:3092500:3257500	6:3262500:3737500
6:3262500:3737500	6:3742500:4222500
6:3742500:4222500	6:4227500:5085000
6:4227500:5085000	6:5090000:5402500
6:5090000:5402500	6:5407500:6136250
6:5407500:6136250	6:6550000:6665000
6:6550000:6665000	6:7272500:7412500
6:7272500:7412500	6:7487500:7647500
6:7487500:7647500	6:7652500:8277500
6:7652500:8277500	6:8282500:8517500
6:8282500:8517500	6:8917500:10392500
6:8917500:10392500	6:10457500:10663125
6:10457500:10663125	6:11065000:11580000
6:11065000:11580000	6:11585000:12380000
6:11585000:12380000	6:13285000:13565000
6:13285000:13565000	6:13625000:13828750
6:13625000:13828750	6:13836250:14150000
6:13836250:14150000	6:14155000:15225000
6:14155000:15225000	6:15657500:16262500
6:15657500:16262500	6:16267500:17107500
6:16267500:17107500	6:17562500:17857500
6:17562500:17857500	6:18315000:18587500
6:18315000:18587500	6:18860625:19290000
6:18860625:19290000	6:20037500:20552500
6:20037500:20552500	6:20570000:21341250
6:20570000:21341250	6:21350000:21667500
6:21350000:21667500	6:24777500:25160000
6:24777500:25160000	6:25165000:25710000
6:25165000:25710000	6:25742500:26017500
6:25742500:26017500	6:26022500:26117500
6:26022500:26117500	6:26140000:26290000
6:26140000:26290000	6:26322500:26602500
6:26322500:26602500	6:29125000:29595000
6:29125000:29595000	6:29600000:29800000
6:29600000:29800000	6:29805000:30061250
6:29805000:30061250	6:30172500:30400000
6:30172500:30400000	6:30405000:30593750
6:30405000:30593750	6:30877500:31097500
6:30877500:31097500	6:31117500:31456250
6:31117500:31456250	6:31537500:31958750
6:31537500:31958750	6:32086250:32792500
6:32086250:32792500	6:32856250:32972500
6:32856250:32972500	6:32977500:33237500
6:32977500:33237500	6:33682500:34077500
6:33682500:34077500	6:34122500:34395000
6:34122500:34395000	6:35232500:35420000
6:35232500:35420000	6:35430000:35742500
6:35430000:35742500	6:35747500:36342500
6:35747500:36342500	6:36967500:37217500
6:36967500:37217500	6:37242500:37552500
6:37242500:37552500	6:37672500:38780000
6:37672500:38780000	6:38785000:39317500
6:38785000:39317500	6:39827500:40280000
6:39827500:40280000	6:40285000:40973750
6:40285000:40973750	6:40981250:41307500
6:40981250:41307500	6:41312500:41683750
6:41312500:41683750	6:42175000:42557500
6:42175000:42557500	6:42567500:42872500
6:42567500:42872500	6:42877500:43202500
6:42877500:43202500	6:43217500:43557500
6:43217500:43557500	6:43605000:44057500
6:43605000:44057500	6:44480000:45862500
6:44480000:45862500	6:45995000:46495000
6:45995000:46495000	6:47040000:47320000
6:47040000:47320000	6:47325000:47845625
6:47325000:47845625	6:48285000:48785000
6:48285000:48785000	6:49102500:49387500
6:49102500:49387500	6:51090000:51715000
6:51090000:51715000	6:52100000:52272500
6:52100000:52272500	6:52277500:52672500
6:52277500:52672500	6:52677500:52965000
6:52677500:52965000	6:52970000:53357500
6:52970000:53357500	6:53362500:53785000
6:53362500:53785000	6:53857500:55530000
6:53857500:55530000	6:56165000:56497500
6:56165000:56497500	6:61101250:62096875
6:61101250:62096875	6:69416875:70202500
6:69416875:70202500	6:70347500:70915000
6:70347500:70915000	6:70985000:71402500
6:70985000:71402500	6:71407500:71755000
6:71407500:71755000	6:71867500:72170000
6:71867500:72170000	6:72483750:72867500
6:72483750:72867500	6:73050000:74118750
6:73050000:74118750	6:74170000:74417500
6:74170000:74417500	6:75052500:75910000
6:75052500:75910000	6:75915000:76297500
6:75915000:76297500	6:79525000:80047500
6:79525000:80047500	6:80237500:80580000
6:80237500:80580000	6:82887500:83762500
6:82887500:83762500	6:83772500:83950000
6:83772500:83950000	6:84042500:84317500
6:84042500:84317500	6:84472500:85005000
6:84472500:85005000	6:86030000:86557500
6:86030000:86557500	6:86722500:87622500
6:86722500:87622500	6:87715000:87967500
6:87715000:87967500	6:87977500:88470000
6:87977500:88470000	6:88580000:89612500
6:88580000:89612500	6:89617500:90102500
6:89617500:90102500	6:90130000:90380000
6:90130000:90380000	6:90491250:91372500
6:90491250:91372500	6:91410000:92522500
6:91410000:92522500	6:96975000:97885000
6:96975000:97885000	6:98015000:98493750
6:98015000:98493750	6:99307500:99737500
6:99307500:99737500	6:99792500:100295000
6:99792500:100295000	6:100400000:100940000
6:100400000:100940000	6:100985000:101512500
6:100985000:101512500	6:101735000:102197500
6:101735000:102197500	6:105452500:105682500
6:105452500:105682500	6:106422500:106777500
6:106422500:106777500	6:107350000:107987500
6:107350000:107987500	6:107999375:108397500
6:107999375:108397500	6:108402500:108827500
6:108402500:108827500	6:109467500:109832500
6:109467500:109832500	6:110017500:110808750
6:110017500:110808750	6:110826250:110945000
6:110826250:110945000	6:111335000:111532500
6:111335000:111532500	6:111537500:111990000
6:111537500:111990000	6:111995000:112507500
6:111995000:112507500	6:112652500:114334375
6:112652500:114334375	6:114615000:116305000
6:114615000:116305000	6:116400000:117140000
6:116400000:117140000	6:117592500:118037500
6:117592500:118037500	6:118552500:118752500
6:118552500:118752500	6:118867500:119267500
6:118867500:119267500	6:119272500:119455000
6:119272500:119455000	6:119460000:119665000
6:119460000:119665000	6:121705000:122413750
6:121705000:122413750	6:122652500:122992500
6:122652500:122992500	6:123027500:123227500
6:123027500:123227500	6:125502500:126087500
6:125502500:126087500	6:126097500:126555000
6:126097500:126555000	6:126702500:127557500
6:126702500:127557500	6:129070000:129760000
6:129070000:129760000	6:129765000:130075000
6:129765000:130075000	6:130080000:130352500
6:130080000:130352500	6:130357500:130617500
6:130357500:130617500	6:130622500:131192500
6:130622500:131192500	6:131197500:131445000
6:131197500:131445000	6:131450000:132020000
6:131450000:132020000	6:132535000:132827500
6:132535000:132827500	6:132832500:133185000
6:132832500:133185000	6:134202500:134427500
6:134202500:134427500	6:135785000:136555000
6:135785000:136555000	6:136860000:137165000
6:136860000:137165000	6:137262500:137987500
6:137262500:137987500	6:138007500:138395000
6:138007500:138395000	6:138435000:138715000
6:138435000:138715000	6:138720000:138890000
6:138720000:138890000	6:138895000:139087500
6:138895000:139087500	6:139092500:139535000
6:139092500:139535000	6:139540000:139707500
6:139540000:139707500	6:141977500:142450000
6:141977500:142450000	6:142455000:142775000
6:142455000:142775000	6:142780000:143792500
6:142780000:143792500	6:143870000:144370000
6:143870000:144370000	6:144412500:144892500
6:144412500:144892500	6:144897500:145277500
6:144897500:145277500	6:145562500:145795000
6:145562500:145795000	6:145990000:146322500
6:145990000:146322500	6:147130000:147805000
6:147130000:147805000	6:147890000:148805000
6:147890000:148805000	6:149000000:149302500
6:149000000:149302500	6:149312500:150342500
6:149312500:150342500	6:150357500:150637500
6:150357500:150637500	6:150650625:151167500
6:150650625:151167500	6:151172500:151657500
6:151172500:151657500	6:151675000:151822500
6:151675000:151822500	6:151895000:152430000
6:151895000:152430000	6:152435000:152740000
6:152435000:152740000	6:153155000:153422500
6:153155000:153422500	6:154955000:155195000
6:154955000:155195000	6:155222500:155590000
6:155222500:155590000	6:156917500:157707500
6:156917500:157707500	6:157712500:158060000
6:157712500:158060000	6:158110000:158587500
6:158110000:158587500	6:158592500:159025000
6:158592500:159025000	6:159112500:159417500
6:159112500:159417500	6:159587500:160042500
6:159587500:160042500	6:160047500:160537500
6:160047500:160537500	6:160542500:161070000
6:160542500:161070000	6:161217500:161827500
6:161217500:161827500	6:161832500:162905000
6:161832500:162905000	6:166257500:166532500
6:166257500:166532500	6:166537500:166822500
6:166537500:166822500	6:166827500:167137500
6:166827500:167137500	6:167170000:167587500
6:167170000:167587500	6:168547500:169282500
6:168547500:169282500	6:169287500:169907500
6:169287500:169907500	6:170057500:170917500
6:170057500:170917500	7:105000:929375
7:105000:929375	7:1106250:1237500
7:1106250:1237500	7:1525000:2346250
7:1525000:2346250	7:2470000:2775000
7:2470000:2775000	7:4630000:4832500
7:4630000:4832500	7:5993125:6548750
7:5993125:6548750	7:6885000:7607500
7:6885000:7607500	7:7612500:8377500
7:7612500:8377500	7:8387500:9977500
7:8387500:9977500	7:10932500:11390000
7:10932500:11390000	7:12067500:12547500
7:12067500:12547500	7:12552500:13375000
7:12552500:13375000	7:13380000:14775000
7:13380000:14775000	7:16377500:16647500
7:16377500:16647500	7:16960000:17455000
7:16960000:17455000	7:18732500:19642500
7:18732500:19642500	7:19662500:20707500
7:19662500:20707500	7:21120000:22132500
7:21120000:22132500	7:22137500:22556250
7:22137500:22556250	7:22568750:22832500
7:22568750:22832500	7:22837500:23122500
7:22837500:23122500	7:23795000:24785000
7:23795000:24785000	7:24790000:25222500
7:24790000:25222500	7:25227500:25797500
7:25227500:25797500	7:25867500:26422500
7:25867500:26422500	7:26427500:26720000
7:26427500:26720000	7:26862500:27222500
7:26862500:27222500	7:27227500:27590000
7:27227500:27590000	7:27612500:28272500
7:27612500:28272500	7:28387500:28917500
7:28387500:28917500	7:31192500:32370000
7:31192500:32370000	7:32722500:33177500
7:32722500:33177500	7:33182500:34260000
7:33182500:34260000	7:35632500:35960000
7:35632500:35960000	7:35970000:36375000
7:35970000:36375000	7:36380000:37267500
7:36380000:37267500	7:37272500:37625000
7:37272500:37625000	7:38027500:38422500
7:38027500:38422500	7:38427500:38757500
7:38427500:38757500	7:38790000:39582500
7:38790000:39582500	7:39587500:39866875
7:39587500:39866875	7:39910000:40247500
7:39910000:40247500	7:41992500:42835000
7:41992500:42835000	7:42840000:43605000
7:42840000:43605000	7:43610000:43960000
7:43610000:43960000	7:44071250:44607500
7:44071250:44607500	7:44612500:45186250
7:44612500:45186250	7:47912500:48212500
7:47912500:48212500	7:48222500:48467500
7:48222500:48467500	7:48830000:49730625
7:48830000:49730625	7:49997500:50527500
7:49997500:50527500	7:50532500:50952500
7:50532500:50952500	7:54791250:55312500
7:54791250:55312500	7:55853750:56433125
7:55853750:56433125	7:63141250:64096250
7:63141250:64096250	7:65097500:65970625
7:65097500:65970625	7:65981875:66788750
7:65981875:66788750	7:69585000:70357500
7:69585000:70357500	7:70780000:72265000
7:70780000:72265000	7:73370000:74373750
7:73370000:74373750	7:76277500:77237500
7:76277500:77237500	7:77242500:77657500
7:77242500:77657500	7:77802500:78862500
7:77802500:78862500	7:78877500:79687500
7:78877500:79687500	7:83452500:84132500
7:83452500:84132500	7:84182500:84755000
7:84182500:84755000	7:86462500:86910000
7:86462500:86910000	7:86915000:87082500
7:86915000:87082500	7:87365000:87870000
7:87365000:87870000	7:88340000:89742500
7:88340000:89742500	7:89752500:90125000
7:89752500:90125000	7:90411875:90655000
7:90411875:90655000	7:90680000:91447500
7:90680000:91447500	7:91452500:92085000
7:91452500:92085000	7:92145000:92800000
7:92145000:92800000	7:94017500:94322500
7:94017500:94322500	7:94392500:95372500
7:94392500:95372500	7:95502500:95965000
7:95502500:95965000	7:96005000:96790000
7:96005000:96790000	7:96892500:97575625
7:96892500:97575625	7:97583750:97947500
7:97583750:97947500	7:98047500:98467500
7:98047500:98467500	7:98477500:98932500
7:98477500:98932500	7:99012500:99497500
7:99012500:99497500	7:100477500:100712500
7:100477500:100712500	7:101100625:102116875
7:101100625:102116875	7:103017500:103850000
7:103017500:103850000	7:103910000:104497500
7:103910000:104497500	7:104712500:105187500
7:104712500:105187500	7:105210000:105692500
7:105210000:105692500	7:105825000:106157500
7:105825000:106157500	7:106390000:106817500
7:106390000:106817500	7:107072500:107610000
7:107072500:107610000	7:107805000:108285000
7:107805000:108285000	7:108297500:109362500
7:108297500:109362500	7:110025000:111300000
7:110025000:111300000	7:111330000:112152500
7:111330000:112152500	7:112157500:112922500
7:112157500:112922500	7:115737500:116470000
7:115737500:116470000	7:116555000:116857500
7:116555000:116857500	7:116922500:117897500
7:116922500:117897500	7:120377500:120780000
7:120377500:120780000	7:120932500:121292500
7:120932500:121292500	7:122245000:123072500
7:122245000:123072500	7:123087500:123580000
7:123087500:123580000	7:123690000:124362500
7:123690000:124362500	7:126550000:126895000
7:126550000:126895000	7:126952500:127215000
7:126952500:127215000	7:127295000:128018750
7:127295000:128018750	7:128181875:128518125
7:128181875:128518125	7:128526875:128787500
7:128526875:128787500	7:128810000:128952500
7:128810000:128952500	7:128972500:129145000
7:128972500:129145000	7:129482500:129687500
7:129482500:129687500	7:129692500:130522500
7:129692500:130522500	7:130527500:130730000
7:130527500:130730000	7:130735000:131252500
7:130735000:131252500	7:131345000:131762500
7:131345000:131762500	7:131952500:132280000
7:131952500:132280000	7:132285000:132930000
7:132285000:132930000	7:133002500:133602500
7:133002500:133602500	7:133772500:134087500
7:133772500:134087500	7:134092500:134230000
7:134092500:134230000	7:134265000:134655000
7:134265000:134655000	7:134660000:134952500
7:134660000:134952500	7:135380000:135790000
7:135380000:135790000	7:137242500:137537500
7:137242500:137537500	7:137542500:137732500
7:137542500:137732500	7:139120000:139752500
7:139120000:139752500	7:139757500:140162500
7:139757500:140162500	7:140337500:140735000
7:140337500:140735000	7:140765000:141317500
7:140765000:141317500	7:142000000:142293750
7:142000000:142293750	7:143538750:143931250
7:143538750:143931250	7:144033750:144972500
7:144033750:144972500	7:148145000:148695000
7:148145000:148695000	7:148841250:149723750
7:148841250:149723750	7:150965000:151160000
7:150965000:151160000	7:151230000:151525000
7:151230000:151525000	7:151735000:151930000
7:151735000:151930000	7:151945000:152483750
7:151945000:152483750	7:154602500:155210000
7:154602500:155210000	7:155377500:155587500
7:155377500:155587500	7:155592500:156330000
7:155592500:156330000	7:156380000:156677500
7:156380000:156677500	7:156767500:157190000
7:156767500:157190000	8:157500:992500
8:157500:992500	8:1771875:1992500
8:1771875:1992500	8:6155000:7236250
8:6155000:7236250	8:7808750:8565000
8:7808750:8565000	8:8592500:8877500
8:8592500:8877500	8:8882500:9037500
8:8882500:9037500	8:9362500:9717500
8:9362500:9717500	8:9822500:10375000
8:9822500:10375000	8:10385000:10695000
8:10385000:10695000	8:10700000:11257500
8:10700000:11257500	8:11262500:11615000
8:11262500:11615000	8:11620000:12110000
8:11620000:12110000	8:15217500:15715000
8:15217500:15715000	8:16582500:17065000
8:16582500:17065000	8:17417500:17565000
8:17417500:17565000	8:17570000:17782500
8:17570000:17782500	8:17787500:18007500
8:17787500:18007500	8:19127500:20052500
8:19127500:20052500	8:20062500:20242500
8:20062500:20242500	8:20247500:20552500
8:20247500:20552500	8:20582500:21757500
8:20582500:21757500	8:21762500:21913750
8:21762500:21913750	8:22452500:22625625
8:22452500:22625625	8:22636875:22907500
8:22636875:22907500	8:22912500:23317500
8:22912500:23317500	8:23327500:23566250
8:23327500:23566250	8:23573750:24132500
8:23573750:24132500	8:24722500:24977500
8:24722500:24977500	8:26212500:26522500
8:26212500:26522500	8:26582500:27077500
8:26582500:27077500	8:27112500:27302500
8:27112500:27302500	8:27312500:27622500
8:27312500:27622500	8:27872500:28192500
8:27872500:28192500	8:28462500:28630000
8:28462500:28630000	8:28657500:29027500
8:28657500:29027500	8:29132500:29602500
8:29132500:29602500	8:29615000:30087500
8:29615000:30087500	8:30500000:30712500
8:30500000:30712500	8:30742500:31115000
8:30742500:31115000	8:31127500:32045000
8:31127500:32045000	8:36927500:37580000
8:36927500:37580000	8:37585000:37850625
8:37585000:37850625	8:37920000:38350000
8:37920000:38350000	8:38355000:38610000
8:38355000:38610000	8:38667500:39007500
8:38667500:39007500	8:41270000:41392500
8:41270000:41392500	8:41707500:42022500
8:41707500:42022500	8:42027500:42262500
8:42027500:42262500	8:42267500:42542500
8:42267500:42542500	8:42547500:42942500
8:42547500:42942500	8:43180000:44581250
8:43180000:44581250	8:46093750:47195000
8:46093750:47195000	8:48020000:48992500
8:48020000:48992500	8:49022500:50030000
8:49022500:50030000	8:52652500:52967500
8:52652500:52967500	8:52995000:53435000
8:52995000:53435000	8:53440000:53637500
8:53440000:53637500	8:53642500:53872500
8:53642500:53872500	8:56632500:57202500
8:56632500:57202500	8:57687500:58125000
8:57687500:58125000	8:58282500:59350000
8:58282500:59350000	8:59442500:59605000
8:59442500:59605000	8:59610000:60085000
8:59610000:60085000	8:61297500:62075000
8:61297500:62075000	8:62877500:63980000
8:62877500:63980000	8:64487500:65252500
8:64487500:65252500	8:66467500:66952500
8:66467500:66952500	8:66962500:67332500
8:66962500:67332500	8:67342500:67537500
8:67342500:67537500	8:70792500:71652500
8:70792500:71652500	8:72567500:73137500
8:72567500:73137500	8:73365000:73632500
8:73365000:73632500	8:73877500:74152500
8:73877500:74152500	8:74170000:74547500
8:74170000:74547500	8:74570000:75342500
8:74570000:75342500	8:77432500:78472500
8:77432500:78472500	8:79267500:79677500
8:79267500:79677500	8:79862500:80472500
8:79862500:80472500	8:80532500:80940000
8:80532500:80940000	8:80945000:81147500
8:80945000:81147500	8:81152500:81527500
8:81152500:81527500	8:81532500:81900000
8:81532500:81900000	8:81905000:82252500
8:81905000:82252500	8:82647500:82832500
8:82647500:82832500	8:82867500:85863125
8:82867500:85863125	8:86265000:86625000
8:86265000:86625000	8:86765000:87097500
8:86765000:87097500	8:87102500:87637500
8:87102500:87637500	8:89222500:89652500
8:89222500:89652500	8:90712500:90997500
8:90712500:90997500	8:91002500:92175000
8:91002500:92175000	8:92590000:94302500
8:92590000:94302500	8:94497500:94656250
8:94497500:94656250	8:94676250:94992500
8:94676250:94992500	8:94997500:95400000
8:94997500:95400000	8:96057500:96327500
8:96057500:96327500	8:96357500:96807500
8:96357500:96807500	8:97317500:98565000
8:97317500:98565000	8:98570000:99157500
8:98570000:99157500	8:99602500:100377500
8:99602500:100377500	8:100390000:101132500
8:100390000:101132500	8:101137500:101562500
8:101137500:101562500	8:101567500:101855000
8:101567500:101855000	8:101905000:102325000
8:101905000:102325000	8:102330000:103232500
8:102330000:103232500	8:103245000:103647500
8:103245000:103647500	8:103652500:103975000
8:103652500:103975000	8:104067500:104587500
8:104067500:104587500	8:107095000:107627500
8:107095000:107627500	8:107632500:107900000
8:107632500:107900000	8:107987500:108585000
8:107987500:108585000	8:108867500:109040000
8:108867500:109040000	8:109187500:109827500
8:109187500:109827500	8:109832500:110352500
8:109832500:110352500	8:110357500:110782500
8:110357500:110782500	8:116022500:116925000
8:116022500:116925000	8:117057500:117655000
8:117057500:117655000	8:117777500:118122500
8:117777500:118122500	8:118267500:119475000
8:118267500:119475000	8:119485000:119813750
8:119485000:119813750	8:120447500:120795000
8:120447500:120795000	8:120800000:121115000
8:120800000:121115000	8:121417500:122070000
8:121417500:122070000	8:122552500:122872500
8:122552500:122872500	8:122887500:123650000
8:122887500:123650000	8:124420000:124782500
8:124420000:124782500	8:124787500:125490000
8:124787500:125490000	8:125495000:126097500
8:125495000:126097500	8:126102500:126415000
8:126102500:126415000	8:126432500:126700000
8:126432500:126700000	8:126705000:127722500
8:126705000:127722500	8:127837500:128737500
8:127837500:128737500	8:130035000:130787500
8:130035000:130787500	8:130792500:131117500
8:130792500:131117500	8:131122500:131822500
8:131122500:131822500	8:131827500:132817500
8:131827500:132817500	8:132832500:133040000
8:132832500:133040000	8:133667500:134217500
8:133667500:134217500	8:134222500:134482500
8:134222500:134482500	8:134577500:134905000
8:134577500:134905000	8:134910000:135702500
8:134910000:135702500	8:135707500:135977500
8:135707500:135977500	8:136127500:136702500
8:136127500:136702500	8:141450000:141652500
8:141450000:141652500	8:141780000:142485000
8:141780000:142485000	8:142495000:143535625
8:142495000:143535625	8:145445000:145962500
8:145445000:145962500	8:145982500:146277500
8:145982500:146277500	9:210000:480000
9:210000:480000	9:517500:842500
9:517500:842500	9:4377500:4717500
9:4377500:4717500	9:4745000:5007500
9:4745000:5007500	9:5027500:5442500
9:5027500:5442500	9:5455000:5795000
9:5455000:5795000	9:6055000:6337500
9:6055000:6337500	9:13473750:14577500
9:13473750:14577500	9:15137500:15705000
9:15137500:15705000	9:19022500:19487500
9:19022500:19487500	9:19835000:21165000
9:19835000:21165000	9:21170000:21412500
9:21170000:21412500	9:21427500:21802500
9:21427500:21802500	9:21807500:22317500
9:21807500:22317500	9:22747500:23980000
9:22747500:23980000	9:26717500:27052500
9:26717500:27052500	9:27212500:27770000
9:27212500:27770000	9:30985000:32350000
9:30985000:32350000	9:32362500:32607500
